cnt,OPENDATA_ID,GNG_CS,FD_CS,BZ_NM,TLNO,MBZ_HR,SEAT_CNT,PKPL,HP,PSB_FRN,BKN_YN,INFN_FCL,BRFT_YN,DSSRT_YN,MNU,SMPL_DESC,SBW,BUS,GU,addr_clean,lat,lon,SEAT_CNT_NUM,ROOM_CNT,PKPL_NUM
37,1533,대구광역시 북구 태전동 253-3,한식,이동근선산곱창 보건대직영점,053-311-1106,11:00 ~ 05:00,60석(룸1),24대,없음,영어 ,가능,불가능,불가능,가능,"선산돼지곱창전골(2인분) 18,000원~(4인분) 36,000원 <br />선산해물돼지곱창전골(2인분) 23,000원~(4인분) 41,000원 <br />선산소곱창전골(2인분) 24,000원~(4인분) 47,000원 <br />선산해물소곱창전골(2인분) 26,000원~(4인분) 55,000원 <br />선산돼지곱창전골밀키트 20,000원~36,000원 <br />선산소곱창전골밀키트 26,000원~48,000원 <br />선산해물소곱창전골밀키트 30,000원~56,000원","곱창 프랜차이즈 유명한 [이동근선산곱창]은 보건대 인근에 위치한 직영점으로 대구 막창과 소 막창, 소 곱창 등의 돼지와 소의 내장 요리를 한 곳에서 전골로 또는 구이로 맛볼 수 있는 이색 맛집",지하철 3호선 구암역 1번 출구 도보로 약 10분 거리.,버스 정류장은 대구보건대학건너2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 253-3,35.9234127,128.5459483,60,1,24
38,1503,대구광역시 북구 동천동 907-7 2층,한식,삼백찬가,053-313-3007,09:00 ~ 21:00,22석,4대,www.300changa.co.kr/,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"삼백한상(11:30~14:00) 일반 8,000원 <br />조합원 7,000원 <br />아메리카노 3,000원 <br />카페라떼 4,000원 <br />생강차/오미자차 4,000원",건강한 먹거리와 공동체를 위해 지역주민들이 출자하여 만든 강북희망협동조합에서 운영하는 건강한 밥과 반찬가게 &amp; 카페입니다. <br />,"지하철 3호선 팔거역 4번 출구 약 360m이며, 도보로 약 5분 거리.",버스 정류장은 영남네오빌건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 동천동 907-7,35.9397814,128.5597379,22,0,4
39,1502,대구광역시 북구 구암동 782-6,한식,부지갱이 삼겹살,053-313-3392,10:00 ~ 22:00,56석,없음,없음,가능한 외국어가 없습니다.,,불가능,불가능,가능,"생삼겹살(130g) 10,000원 <br />목살(130g) 10,000원 <br />항정살(100g) 10,000원 <br />대패(100g) 10,000원 <br />한우차돌박이(100g) 12,000원 <br />","부지갱이는 삼겹살 전문점으로 질 좋은 삼겹살과, 목살, 항정살 등 다양한 부위의 돼지고기와 한우갈비살을 맛볼 수 있는 음식점입니다.",주변에 가까운 지하철이 없습니다.,정류장은 칠곡그린빌5단지앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 구암동 782-6,35.929559,128.5581603,56,0,0
40,1425,대구광역시 북구 국우동 1115-8,디저트/베이커리,웬디베이킹,053-314-3424,10:00 ~ 20:00,없음,2대,blog.naver.com/chj1726,영어 ,가능,불가능,불가능,불가능,"큐브플레인쌀식빵 6,500원 <br />제주쑥식빵 7,200원 <br /><br />[채식메뉴 주문가능 - 비건샌드버거, 흑미쌀 식빵, 비건소스, 비건머핀, 비건파운드 등] <br /><br />비건샌드버거 8,500원 ~ 9,000원 <br />국내산 공주 통밤 쌀식빵 5,500원 <br />",자연을 담은 건강한 빵을 만들고자 노력하는 곳으로 밀가루와 이스트를 전혀 쓰지 않고 쌀가루를 사용해 천연발효시킨 건강한 빵을 판매하고 있습니다.  [한국비건인증원]에서 인증한 비건 전문 베이커리입니다.,"지하철은 3호선 학정역 4번 출구 약 1.13km이며, 도보로 약 17분 거리.",버스 정류장은 학남초등학교건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 국우동 1115-8,35.9529998,128.5799093,0,0,2
41,1421,대구광역시 북구 읍내동 309,중식,이비가짬뽕 대구칠곡점,053-313-0101,11:00 ~ 21:00 (브레이크 타임 15:30 ~ 17:00),94석,10대,www.ebiga.co.kr/,가능한 외국어가 없습니다.,가능,불가능,불가능,불가능,"이비가 볶음짬뽕 12,000원 <br />이비가 짬뽕 11,000원 <br />순한 짬뽕 11,000원 <br />이비가 한우짜장 9,000원 <br />이비가 탕수육 16,000원 ~ 28,000원<br />",이비가짬뽕은 자연효모추출물로 맛을 내어 속이 편안하며 알칼리수로 반죽한 생면을 사용하여 소화가 잘되는 프랜차이즈 한식짬뽕 전문점입니다.,"지하철 3호선 칠곡경대병원역 3번 출구 약 980m이며, 도보로 약 13분 거리.",버스 정류장은 대중금속공업고등학교앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 읍내동 309,35.9480902,128.5521832,94,0,10
42,1408,대구광역시 북구 노원동2가 227-1,한식,창미고깃집,053-353-7791,10:00 ~ 22:00,72석(룸5),10대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"한우 모듬 한접시(400g) 68,000원 <br />한우 등심구이(120g) 24,000원 <br />한우 갈비살(120g) 25,000원 <br />한우꽃살(120g) 28,000원 <br />한우안창살(120g) 35,000원 <br />돼지생삼겹살 12,000원 <br />한우마떡갈비 15,000원 <br />옛날소불고기 12,000원 <br />얼큰소전골 14,000원 <br />매콤갈비찜 38,000원 ~ 58,000원<br />","[창미고깃집]은 한정식코스, 한우구이, 생삼겹살 전문점으로 자연이 지은 밥상을 맛볼 수 있는 한식 전문점입니다.","지하철 3호선 원대역 1번 출구 약 250m이며, 도보로 약 4분 거리.",버스 정류장은 원대오거리북편1 정류장이 가장 가깝습니다.,북구,대구광역시 북구 노원동2가 227-1,35.891,128.57356,72,5,10
43,1404,대구광역시 북구 침산동 336-12,중식,동방반점,053-354-9800,10:00 ~ 21:30,70석(룸2),3대,없음,중국어 ,가능,불가능,불가능,가능,"짜장면 6,000원 <br />삼선간짜장 8,000원 <br />삼선짬뽕 9,000원 <br />백짬뽕 8,000원 <br />전가복 80,000원 <br />(특)전가복+야채누룽지탕 140,000원 <br />소고기류 30,000원 ~ 52,000원 <br />돼지고기류 18,000원 ~ 35,000원 <br />닭고기,오리류 25,000원 ~ 50,000원 <br />[코스요리] <br />매화 매 25,000원 <br />난초 난 30,000원 <br />소나무 송 35,000원 <br />국화 국 45,000원 <br />대나무 죽일 55,000원 <br />대나무 죽이 70,000원 <br />가족세트 70,000원 ~ 200,000원",동방반점은 정통중국요리 전문점으로 퓨전식 중국요리가 아닌 본토의 정통중국요리를 맛볼 수 있는 중식 전문점입니다.,주변에 지하철역이 없습니다.,버스 정류장은 침산3동주민센터 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 336-12,35.8920401,128.5878923,70,2,3
44,1379,대구광역시 북구 팔달동 72-7,한식,우슴터,053-327-3279,10:00 ~ 22:00,132석(룸4),25대,없음,영어 ,가능,가능,불가능,가능,"명품돼지갈비(200g) 12,000원 <br />한우안창살(100g) 30,000원 <br />한우생갈비 23,000원 <br />한돈통빼해장국 9,000원<br />",[우슴터]는 대구시 연 요리 지정업체로 계절담은 연요리 정찬과 국내산 프리미엄 돼지갈비(한돈) 전문점입니다.,"지하철 3호선 팔달역 1번 출구 약 210m이며, 도보로 약 3분 거리.",버스 정류장은 팔달초등학교 정류장이 가장 가깝습니다.,북구,대구광역시 북구 팔달동 72-7,35.89879,128.54051,132,4,25
45,1378,대구광역시 북구 침산동 1757,한식,풍국면,053-351-3377,11:30 ~ 21:30,36석,700대,poongkukmyeon.modoo.at/,가능한 외국어가 없습니다.,불가,불가능,불가능,불가능,"40℃별표국수 7,000원 <br />열무비빔국수 8,000원 <br />꼬막해초비빔밥 10,500원 <br />동죽칼국수 11,000원 <br />부추만두 6,500원",[풍국면]은 오랜 전통을 자랑하는 국수 전문기업인 풍국면의 첫 매장입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 오페라하우스앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 1757,35.8920401,128.5878923,36,0,700
46,1331,대구광역시 북구 구암동 778-3,일식,긴자초밥,053-326-0327,11:00 ~ 23:30,75석(룸10),10대,없음,가능한 외국어가 없습니다.,가능,불가능,불가능,가능,"긴자(송)코스 80,000원 <br />긴자(죽)코스 59,000원 <br />긴자(매)코스 49,000원<br />",[긴자초밥]은 북구 (함지공원먹골촌) 내 위치한 전통 일식 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 화성그랜드앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 구암동 778-3,35.929559,128.5581603,75,10,10
47,1326,대구광역시 북구 침산동 285-5,세계요리,더포 침산직영점,053-351-4540,11:30 ~ 21:00 (브레이크 타임 15:00 ~ 17:00),62석,100대,없음,가능한 외국어가 없습니다.,,불가능,불가능,불가능,"쌀국수 11,000~15,000원 <br />가느엉라짠 9,000원 <br />짜조 9,000원 <br />스페셜에피타이저 17,000원 <br />월남쌈 30,000 ~ 39,000원 <br />반쎄오 23,000원 <br />껌텁 10,000원 <br />껌돔 10,000원 <br />껌텁깜 11,000원 <br />껌보텁깜 13,000원 <br />분짜 14,000원~16,000원 <br />퍼가이텁깜 11,000~12,000원 <br />팟타이 13,000원<br /> <br />[세트메뉴] <br />2인 29,000원~35,000원 <br />3인 37,000원~56,000원<br /> 4인 50,000원~65,000원<br />",[더포 침산직영점]은 정통 베트남 요리를 한국인의 입맛에 맛도록 현지화한 음식점. 단골이 많은 프랜차이즈 전문점입니다.,주변에 가까운 지하철이 없습니다.,버스 정류장은 명성푸르지오건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 285-5,35.8920401,128.5878923,62,0,100
48,1325,대구광역시 북구 태전동 206-17,한식,전원숯불 태전점,053-268-1540,11:00 ~ 23:00,144석(룸2),70대,없음,기타 (베트남어),가능,가능,불가능,가능,"돼지양념구이(200g) 12,000원 <br />돼지양념목살구이(200g)129,000원 <br />돼지옛날갈비(200g) 12,000원 <br />돼지양념통갈비 13,000원 <br />생삼겹살(150g) 13,000원 <br />생목살구이(150g) 13,000원 <br />한우생갈비(120g) 19,000원 <br />한우마늘양념갈비(120g) 22,000원 <br />한우등심구이(120g) 20,000원 <br />한우특갈비살(120g) 22,000원 <br />한우육회(200g) 28,000원 <br /><br />[고기드신 난 뒤] <br />물/비빔냉면 5,000원 <br />얼큰냉면 6,000원 <br />온/냉소면 4,000원 <br />영양돌솥밥 5,500원 <br />곤드레돌솥밥 6,000원 <br />된장찌개 1,000원 <br /><br />[점심특선 11:00 ~ 16:00] <br />영양돌솥밥정식 9,000원 <br />곤드레돌솥밥정식 9,000원 <br />보쌈정식 8,000원 <br />육회비빔밥 + 소고기된장찌개 13,000원 <br />옛날불고기정식 12,000원<br />",[전원숯불 태전점]은 한우와 돼지고기 전문점으로 질 좋은 고기만을 공급받아 사용하는 프랜차이즈 숯불구이 전문점입니다.<br />,"지하철 3호선 태전역 1번 출구 방면 약 300m이며, 도보로 약 5분 거리입니다.",버스 정류장은 태전중앙시장앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 태전동 206-17,35.9234127,128.5459483,144,2,70
49,1308,대구광역시 북구 대현동 255-5,한식,언덕아래집,053-941-5229,10:00 ~ 22:00,70석,없음(노상주차가능),www.ofood.co.kr/SHOP/home/shop.php?SHOP_TBL=SHOP_7&amp;sno=1000017715,영어 기타 (베트남어),가능,불가능,불가능,가능,"쇠고기버섯전골 23,000원 ~ 34,000원 <br />불고기버섯낙지전골 27,000원 ~ 38,000원 <br />버섯부대전골 23,000원 ~ 34,000원 <br />버섯낙지볶음(밥) 9,500원 <br />묵은지우리생삼겹살 10,000원 <br />꽃님이꽃등심 25,000원 <br />돼지주물럭 8,000원 <br />고추장불고기 8,500원<br />버섯순두부백반 8,000원 <br />된장비빔밥 8,000원 <br />옹기(돌솥)비빔밥 8,500원 <br />언덕아래집비빔밥 7,500원 <br />묵은지김치찌개밥 8,000원<br />",[언덕아래집]은 신선한 버섯과 육수가 어우러진 버섯전골과 다양한 한식을 맛볼 수 있는 음식점입니다.,주변에 가까운 지하철역이 없습니다.,버스 정류장은 경북대학교서문앞 정류장이 가장 가깝습니다.<br />,북구,대구광역시 북구 대현동 255-5,35.88326,128.60829,70,0,0
50,1297,대구광역시 북구 침산동 105-2,한식,(주)카페동이3호점,053-355-0609,11:30 ~ 10:00,36석,삼성창조경제단지주차장(2시간무료),cafedong03.modoo.at/?link=erk73q4p,영어 일본어 중국어 기타 (베트남어),3시 이후 가능,불가능,불가능,불가능,"동이불고기밥상 9,900원<br />시래기밥상 8,900원 <br />동이탕수육 17,800원 <br />우삼겹된장찌개밥상 8,900원 <br />동이탕수육정식 10,900원 <br />동이한상세트 29,900원 <br />동이제육볶음정식 10,900원","[카페동이3호점]은 건강을 생각하는 농부들의 따스한 마음을 오롯이 담아내기 위해 건강한 밥상, 따뜻한 한끼를 정성을 다해 요리하는 음식점입니다.",주변에 가까운 지하철이 없습니다.,버스 정류장은 홈플러스대구점2 정류장이 가장 가깝습니다.,북구,대구광역시 북구 침산동 105-2,35.8920401,128.5878923,36,0,1
51,1239,대구광역시 북구 읍내동 976,한식,기와집보쌈,053-324-6886,12:00 ~ 22:00 (일요일 21:00 까지),82석(룸3),20대,없음,기타 (베트남어),가능,불가능,불가능,가능,"기와집보쌈 35,000원 ~ 55,000원 <br />튀김족발 48,000원 <br />1인보쌈(점심특선) 13,000원 <br />국보세트(칼국수/막국수/콩국수) 11,000원~13,000원 <br />산더미쟁반막국수 9,000원 <br />메밀막국수(물,비빔선택) 8,000원 <br />칼국수 7,000원<br />",기와집보쌈은 과일 숙성시킨 한약재와 야채로 여러 번 삶아 고기의 깊고 부드러운 맛을 느낄 수 있는 소문난 보쌈 전문점입니다.,"지하철은 3호선 동천역 1번 출구 약 360m이며, 도보로 약 6분 거리입니다.",버스 정류장은 대천초등학교앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 읍내동 976,35.9480902,128.5521832,82,3,20
52,1197,대구광역시 북구 노원동1가 1-1,한식,침산 소 한마리 정육식당,053-353-9285,11:30 ~ 23:50,80석,10대,없음,기타 (베트남어),가능,불가능,불가능,가능,"소한마리(1.2kg) 56,000원 <br />돼지한마리(1kg) 53,000원 <br />갈비살(150g)12,000원<br />생삼겹살(150g) 10,000원<br />",한마리통큰정육식당은 한자리에서 쇠고기와 돼지고기의 여러 부위를 즐길 수 있는 육고기 전문점입니다.,"지하철은 3호선 북구청 2번 출구 약 760m이며, 도보로 약 11분 거리.",버스 정류장은 북대구세무서건너 정류장이 가장 가깝습니다.,북구,대구광역시 북구 노원동1가 1-1,35.88901,128.57974,80,0,10
53,1195,대구광역시 북구 산격동 615-25,한식,애가남원추어탕순두부,053-384-7775,11:00 ~ 22:00,110석(룸5),공영주차장무료,없음,영어 기타 (베트남어),가능,불가능,불가능,가능,"남원추어탕돌솥밥 10,000원 <br />해물순두부돌솥밥 10,000원 <br />녹두삼계탕 15,000원 <br />문어숙회 30,000원 <br />바로삶은보쌈 45,000원 ~ 55,000원 <br />추어튀김/새우튀김 8,000원 <br />메밀전병 5,000원 <br />돼지불고기 12,000원 ~ 18,000원 <br />해물파전 12,000원 <br />두부김치 10,000원 <br />물만두 5,000원 <br />부추전 7,000원<br />",애가남원추어탕순두부는 추어탕. 순두부가 유명한 곳으로 돌솥밥을 곁들여 먹을 수 있는 추어탕.순두부 전문점입니다.,주변에 가까운 지하철이 없습니다.<br />,버스 정류장은 전자상가 정류장이 가장 가깝습니다.,북구,대구광역시 북구 산격동 615-25,35.90163,128.60464,110,5,1
54,1194,대구광역시 북구 대현동 395-1,한식,임꺽정참숯화로,053-958-0507,11:00 ~ 23:00,100석(룸1),5대,www.instagram.com/daegu_limkukjung,영어 기타 (베트남어),가능,불가능,불가능,가능,"한우갈비살(100g) 20,000원 <br />꽃갈비살(100g) 28,000원 <br />오겹김치찌개 20,000원 <br />수제양념돼지갈비(200g) 12,000원 <br />제주오겹살(150g) 13,000원<br />물냉면/비빔냉면 8,000원 <br />한우소고기국밥 10,000원 <br />영양갈비탕 13,000원",임꺽정참숯화로는 숙성시킨 한우와 제주도에서 직접 공급받는 제주돼지가 유명한 참숯 화로구이 전문점입니다.,"지하철 1호선 칠성시장역 4번 출구 약 1km이며, 도보로 약 16분 거리.",버스 정류장은 동대구시장앞 정류장이 가장 가깝습니다.,북구,대구광역시 북구 대현동 395-1,35.88326,128.60829,100,1,5
